sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
嘉義,嘉義市,56,二氧化硫,普通,15.7,0.26,31,31,28,10,6,7.6,0.7,1.8,39,"2025-05-11 08:00",,0.1,9.2,20,1,120.44125148,23.46477865,42
臺西,雲林縣,47,,良好,1.8,0.24,51,40,34,15,8,8.7,0.5,6.6,7,"2025-05-11 08:00",,0.2,8.5,28,1,120.19933333,23.702175,41
朴子,嘉義縣,48,,良好,1.4,0.22,36,34,25,10,5,5.9,0.6,1,356,"2025-05-11 08:00",,0.1,12,21,1,120.2478,23.46538,40
新港,嘉義縣,39,,良好,1.7,0.22,33,34,26,10,6,7,0.8,2.3,15,"2025-05-11 08:00",,0.1,9.7,20,1,120.345531,23.554839,39
崙背,雲林縣,42,,良好,1,0.26,33,32,25,9,5,5.8,0.7,0.9,327,"2025-05-11 08:00",,0.2,10.3,18,0,120.348742,23.757547,38
斗六,雲林縣,35,,良好,1.1,0.2,29,31,21,6,3,5.3,2.1,1.4,29,"2025-05-11 08:00",,0.1,8.8,19,1,120.544994,23.711853,37
南投,南投縣,30,,良好,0.4,0.2,24,31,21,9,6,7.7,1.1,1.4,38,"2025-05-11 08:00",,0.1,5.4,18,0,120.685306,23.913,36
二林,彰化縣,37,,良好,1.6,0.23,40,34,29,9,3,4.7,0.7,2.9,21,"2025-05-11 08:00",,0.2,8.7,22,1,120.409653,23.925175,35
線西,彰化縣,44,,良好,1.6,0.22,39,34,25,9,10,12.2,1.7,3.9,40,"2025-05-11 08:00",,0.2,11,23,1,120.469061,24.131672,34
彰化,彰化縣,40,,良好,0.7,0.26,30,23,19,12,9,9.9,0.8,2.4,23,"2025-05-11 08:00",,0.2,10,19,0,120.541519,24.066,33
西屯,臺中市,41,,良好,0.8,0.24,26,28,26,16,10,12.2,1.3,2.3,8,"2025-05-11 08:00",,0.1,10.1,21,0,120.616917,24.162197,32
忠明,臺中市,27,,良好,1.1,0.27,24,29,20,6,9,11,1.2,0.8,43,"2025-05-11 08:00",,0.2,6.8,15,0,120.641092,24.151958,31
大里,臺中市,35,,良好,1,0.3,25,33,24,10,9,11.4,1.8,0.8,52,"2025-05-11 08:00",,0.1,8.7,18,0,120.67844444,24.09961111,30
沙鹿,臺中市,46,,良好,0.8,0.22,35,31,24,8,5,6.5,0.7,2.4,57,"2025-05-11 08:00",,0.2,11.5,27,0,120.568794,24.225628,29
豐原,臺中市,32,,良好,0.7,0.25,20,22,24,8,7,8.9,1.3,1.1,47,"2025-05-11 08:00",,0.2,6.2,19,0,120.74252414,24.25699731,28
三義,苗栗縣,45,,良好,0.6,0.28,19,21,25,10,6,8.3,2.2,4,16,"2025-05-11 08:00",,0.2,9.8,27,0,120.75956754,24.38248443,27
苗栗,苗栗縣,46,,良好,1.4,0.17,36,27,14,9,4,6,1.3,2.1,24,"2025-05-11 08:00",,0.2,11.3,21,1,120.82011468,24.56499183,26
頭份,苗栗縣,44,,良好,1.1,0.22,37,39,12,8,9,11,1.4,1.4,42,"2025-05-11 08:00",,0.2,11,19,1,120.89869286,24.69690679,25
新竹,新竹市,41,,良好,,0.23,44,43,7,5,7,7.5,0.4,1.2,27,"2025-05-11 08:00",,0.2,10.2,15,1,120.97236752,24.8056356,24
竹東,新竹縣,30,,良好,0.3,0.21,29,32,10,5,4,5.9,1.1,0.7,198,"2025-05-11 08:00",,0.1,6.5,18,0,121.08895493,24.74091408,23
湖口,新竹縣,45,,良好,0.8,0.22,48,49,10,3,5,6.1,0.6,1.8,12,"2025-05-11 08:00",,0.2,8,18,0,121.03886894,24.90009696,22
龍潭,桃園市,42,,良好,0.6,0.24,45,45,7,3,7,9.5,1.9,1.9,49,"2025-05-11 08:00",,0.1,10,16,0,121.21645772,24.86400048,21
平鎮,桃園市,46,,良好,0.1,0.3,47,50,7,2,7,7.8,0.2,0.8,65,"2025-05-11 08:00",,0.2,7.2,15,0,121.203986,24.952786,20
觀音,桃園市,46,,良好,1.4,0.22,54,49,16,13,9,10.3,1,3.9,66,"2025-05-11 08:00",,0.2,11.3,19,1,121.08283092,25.03556747,19
大園,桃園市,44,,良好,1.4,0.27,49,47,20,11,18,19.5,1.2,2.8,62,"2025-05-11 08:00",,0.2,10.6,22,1,121.20251473,25.06100357,18
桃園,桃園市,45,,良好,0.5,0.34,44,49,3,7,8,9.2,1.1,0.3,24,"2025-05-11 08:00",,0.2,9.5,14,0,121.30500531,24.9947107,17
大同,臺北市,59,二氧化氮,普通,0.9,0.56,21,35,13,17,34,52.9,18.1,-,-,"2025-05-11 08:00",,0.4,14.9,21,0,121.51342074,25.06331455,16
松山,臺北市,52,細懸浮微粒,普通,0.8,0.26,49,42,15,13,13,13.4,0.1,1.2,50,"2025-05-11 08:00",,0.2,12.9,19,1,121.578611,25.05,15
古亭,臺北市,44,,良好,0.4,0.24,55,48,5,7,6,7.6,1,1.1,60,"2025-05-11 08:00",,0.1,9.6,16,0,121.529556,25.020608,14
萬華,臺北市,41,,良好,0.5,0.32,37,44,11,8,13,14.6,1.2,0.2,355,"2025-05-11 08:00",,0.2,8.3,18,0,121.507972,25.046503,13
中山,臺北市,51,細懸浮微粒,普通,0.6,0.42,40,45,14,14,19,20.9,1.5,0.4,106,"2025-05-11 08:00",,0.2,12.5,19,0,121.526528,25.062361,12
士林,臺北市,45,,良好,0.9,0.26,37,49,7,5,10,11.5,0.7,0.5,113,"2025-05-11 08:00",,0.2,9.4,19,0,121.51666356,25.10334003,11
淡水,新北市,44,,良好,0.5,0.24,46,47,14,9,5,6.4,0.4,2.5,10,"2025-05-11 08:00",,0.2,10.7,23,0,121.449239,25.1645,10
林口,新北市,46,,良好,0.1,0.22,45,50,3,2,5,6.1,0.6,1.5,46,"2025-05-11 08:00",,0.2,8,15,0,121.36548982,25.07798949,9
菜寮,新北市,43,,良好,0.1,0.32,35,45,7,7,16,17.2,1,0.2,256,"2025-05-11 08:00",,0.2,10.7,20,0,121.481028,25.06895,8
新莊,新北市,44,,良好,0.5,0.23,44,48,5,10,7,8.6,1.6,0.4,358,"2025-05-11 08:00",,0.1,10.5,14,0,121.4325,25.037972,7
板橋,新北市,43,,良好,0.6,0.29,40,46,11,5,9,10.5,0.6,0.6,159,"2025-05-11 08:00",,0.2,6.2,17,0,121.458667,25.012972,6
土城,新北市,44,,良好,0.8,0.25,51,48,11,8,5,5.8,0.4,0.6,119,"2025-05-11 08:00",,0.2,10.9,17,0,121.451861,24.982528,5
新店,新北市,42,,良好,0.7,0.19,39,45,10,6,5,6.1,0.3,0.9,188,"2025-05-11 08:00",,0.1,8.8,16,0,121.537778,24.977222,4
汐止,新北市,46,,良好,0.4,0.22,61,40,15,10,6,7.5,0.9,0.9,21,"2025-05-11 08:00",,0.2,11.5,19,0,121.64081,25.06624,2
基隆,基隆市,53,細懸浮微粒,普通,1,0.22,67,49,22,13,2,3,1,1.8,93,"2025-05-11 08:00",,0.2,13.2,26,0,121.760056,25.129167,1
屏東(枋山),屏東縣,45,,良好,0,0.15,48,49,9,2,1,1.5,0.3,3.9,345,"2025-05-11 07:00",,0.1,1.6,6,0,120.651472,22.260899,313
臺南（南化）,臺南市,25,,良好,0,0.19,17,17,12,5,2,2.6,0.2,4.1,138,"2025-05-11 07:00",,0.1,4.4,15,0,120.44583156,23.04562013,312
新北(樹林),新北市,48,,良好,0,0.19,41,52,10,6,10,10.8,0.7,0,243,"2025-05-11 07:00",,0.1,9,17,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,26,,良好,0.1,0.21,20,28,12,1,4,7.1,2.6,0.4,302,"2025-05-11 07:00",,0.1,2,11,0,120.883858,24.174592,310
屏東(琉球),屏東縣,31,,良好,1.2,0.2,40,34,26,12,4,5.9,1.1,4.1,330,"2025-05-11 07:00",,0.1,5.7,9,0,120.37722,22.35222,204
南投（鹿谷）,南投縣,31,,良好,1.4,0.12,38,33,12,4,1,2.2,0.9,0.2,45,"2025-05-11 07:00",,0.1,2.9,13,0,120.7944772,23.71867609,203
高雄(湖內),高雄市,33,,良好,0.8,0.21,29,21,27,8,6,8,1.1,0.4,17,"2025-05-11 07:00",,0.1,6.2,20,0,120.24535,22.87985556,202
宜蘭（三星）,宜蘭縣,39,,良好,0.4,0.12,34,42,11,8,1,1,0,2.2,266,"2025-05-11 07:00",,0.1,8.6,19,0,121.6565272,24.6757916,201
員林,彰化縣,35,,良好,0.8,0.21,13,13,15,9,5,6.7,1.1,0.8,10,"2025-05-11 07:00",,0.2,8.6,14,0,120.5631893,23.9615945,139
大城,彰化縣,54,細懸浮微粒,普通,1,0.24,35,40,34,13,6,6.4,0.3,1.7,30,"2025-05-11 07:00",,0.2,13.5,31,1,120.26964167,23.85493056,85
富貴角,新北市,90,臭氧八小時,普通,0.3,0.2,76,67,42,12,1,1,0,8.6,49,"2025-05-11 07:00",,0.1,15.2,43,0,121.53656894,25.29681695,84
麥寮,雲林縣,47,,良好,1.2,0.26,28,32,25,14,4,6.2,2,1.6,340,"2025-05-11 07:00",,0.2,11.6,25,1,120.251825,23.753506,83
關山,臺東縣,31,,良好,0.6,0.22,31,34,12,4,2,3.3,0.9,0.9,24,"2025-05-11 07:00",,0.1,7.3,15,0,121.161933,23.045083,80
馬公,澎湖縣,64,臭氧八小時,普通,1.3,0.23,64,59,30,10,2,3.5,0.9,7.2,359,"2025-05-11 07:00",,0.2,15.5,32,0,119.566158,23.569031,78
金門,金門縣,58,細懸浮微粒,普通,0.8,0.19,49,47,21,15,4,5.4,0.7,2.1,24,"2025-05-11 07:00",,0.2,14.9,26,1,118.312256,24.432133,77
馬祖,連江縣,57,細懸浮微粒,普通,0.7,0.2,62,55,28,15,3,4.1,0.6,1.7,344,"2025-05-11 07:00",,0.2,14.6,30,0,119.952724,26.153736,75
埔里,南投縣,26,,良好,1.2,0.17,28,26,16,7,2,3.5,1.1,0.4,181,"2025-05-11 07:00",,0.1,6.4,15,1,120.967903,23.968842,72
復興,高雄市,26,,良好,0.5,0.19,38,28,11,10,6,7.8,1,0.4,167,"2025-05-11 07:00",,0,5.7,7,0,120.312017,22.608711,71
永和,新北市,51,細懸浮微粒,普通,0,0.3,36,46,11,12,8,10.5,1.6,1.2,138,"2025-05-11 07:00",,0.2,12.6,20,0,121.516306,25.017,70
竹山,南投縣,37,,良好,0.4,0.16,22,25,23,7,4,5.4,0.9,1.7,8,"2025-05-11 07:00",,0.1,7.7,22,0,120.677306,23.756389,69
中壢,桃園市,50,,良好,1.1,0.48,33,42,12,9,21,27.8,6.6,0.3,271,"2025-05-11 07:00",,0.3,11.2,19,1,121.221667,24.953278,68
三重,新北市,52,細懸浮微粒,普通,0.3,0.45,31,31,13,13,23,36.5,13.2,-,-,"2025-05-11 07:00",,0.4,12.7,22,0,121.493806,25.072611,67
冬山,宜蘭縣,39,,良好,0.2,0.15,36,42,20,7,3,3.6,0.3,0.5,224,"2025-05-11 07:00",,0.1,9.5,20,0,121.792928,24.632203,66
宜蘭,宜蘭縣,42,,良好,0,0.13,34,42,9,5,1,2.2,0.6,0.7,180,"2025-05-11 07:00",,0.1,10.3,18,0,121.746394,24.747917,65
陽明,臺北市,64,臭氧八小時,普通,0.1,0.23,65,59,6,4,0,1.1,0.4,1.7,170,"2025-05-11 07:00",,0.2,8,17,0,121.529583,25.182722,64
花蓮,花蓮縣,37,,良好,0.6,0.2,38,40,12,3,3,4,0.5,1.2,292,"2025-05-11 07:00",,0.2,6.6,16,0,121.599769,23.971306,63
臺東,臺東縣,41,,良好,0.5,0.2,38,44,15,6,2,3.1,0.8,1.7,325,"2025-05-11 07:00",,0.1,8,16,0,121.15045,22.755358,62
恆春,屏東縣,46,,良好,0.1,0.19,49,50,14,6,0,1.8,1.1,6.4,32,"2025-05-11 07:00",,0.1,5,11,0,120.788928,21.958069,61
潮州,屏東縣,23,,良好,0.3,0.14,31,13,14,5,2,2.2,0.1,0.8,52,"2025-05-11 07:00",,0.1,5,14,0,120.561175,22.523108,60
屏東,屏東縣,30,,良好,,,,15,,,,,,0.8,69,"2025-05-11 07:00",,0.1,7.4,16,0,120.488033,22.673081,59
小港,高雄市,32,,良好,0.6,0.19,35,27,13,9,8,9.8,0.9,1,9,"2025-05-11 07:00",,0.1,8,10,1,120.337736,22.565833,58
前鎮,高雄市,26,,良好,0.2,0.23,38,28,19,10,6,8,1,0.4,334,"2025-05-11 07:00",,0.1,5.5,13,0,120.30833356,22.6044507,57
前金,高雄市,26,,良好,0.3,0.19,41,28,25,6,4,4.6,0.6,1.3,350,"2025-05-11 07:00",,0.1,3.8,15,0,120.28676111,22.63390278,56
左營,高雄市,25,,良好,0.6,0.22,33,26,16,10,6,7.1,0.5,0.3,27,"2025-05-11 07:00",,0.1,6.2,14,0,120.292917,22.674861,54
楠梓,高雄市,38,,良好,0.9,0.19,33,24,22,13,5,5.5,0.4,0.8,292,"2025-05-11 07:00",,0.1,9.5,17,1,120.328289,22.733667,53
林園,高雄市,31,,良好,0.7,0.19,35,33,33,10,6,7.2,0.6,1.7,30,"2025-05-11 07:00",,0.1,5.6,15,0,120.41175,22.4795,52
大寮,高雄市,27,,良好,2.3,0.18,32,23,22,8,7,8.1,0.6,0.8,150,"2025-05-11 07:00",,0.1,5.4,16,0,120.425311,22.56413611,51
鳳山,高雄市,41,,良好,0.8,0.26,36,25,17,13,4,4.7,0.2,0.3,106,"2025-05-11 07:00",,0.2,10.2,15,1,120.357422,22.628126,50
仁武,高雄市,26,,良好,0.4,0.23,32,25,15,12,8,8.3,0.1,1.2,309,"2025-05-11 07:00",,0.2,6.5,13,1,120.332631,22.689056,49
橋頭,高雄市,29,,良好,0.3,0.19,33,25,23,8,4,5.6,1.2,0.5,114,"2025-05-11 07:00",,0.1,7.1,14,0,120.305689,22.757506,48
美濃,高雄市,22,,良好,0.5,0.2,30,16,16,9,2,3,0.3,0.6,309,"2025-05-11 07:00",,0.1,5.1,13,0,120.530542,22.883583,47
臺南,臺南市,40,,良好,0.8,0.23,35,31,29,17,8,9.1,0.9,2.6,15,"2025-05-11 07:00",,0.1,10,21,0,120.21947897,22.98928311,46
安南,臺南市,45,,良好,0.8,0.28,34,26,21,12,6,8,1.1,2.2,321,"2025-05-11 07:00",,0.2,11.2,20,0,120.2175,23.048197,45
善化,臺南市,34,,良好,1.6,0.2,29,20,27,11,4,5.7,0.8,1.6,357,"2025-05-11 07:00",,0.1,8.5,18,0,120.29740529,23.11337642,44
新營,臺南市,44,,良好,1,0.22,29,24,19,10,5,6.3,0.4,1.7,16,"2025-05-11 07:00",,0.2,11,19,0,120.31725,23.305633,43
嘉義,嘉義市,34,,良好,2.3,0.22,34,28,21,11,5,6,0.6,1.7,356,"2025-05-11 07:00",,0.1,8.5,17,1,120.44125148,23.46477865,42
臺西,雲林縣,45,,良好,1,0.25,33,36,34,6,5,6,0.3,2.7,11,"2025-05-11 07:00",,0.2,7.6,27,1,120.19933333,23.702175,41
朴子,嘉義縣,51,細懸浮微粒,普通,1.1,0.2,33,31,25,12,4,4.5,0.5,2.2,338,"2025-05-11 07:00",,0.1,12.5,20,1,120.2478,23.46538,40
新港,嘉義縣,38,,良好,1.6,0.2,34,32,27,10,5,6.3,0.7,2.1,320,"2025-05-11 07:00",,0.1,9.5,18,1,120.345531,23.554839,39
崙背,雲林縣,42,,良好,1,0.24,28,30,24,9,5,5.9,0.7,0.6,305,"2025-05-11 07:00",,0.2,10.3,17,0,120.348742,23.757547,38
斗六,雲林縣,38,,良好,1.1,0.18,28,29,23,8,3,5.3,2,1.6,359,"2025-05-11 07:00",,0.2,9.3,19,1,120.544994,23.711853,37
南投,南投縣,28,,良好,0.4,0.18,23,30,20,6,4,5.2,0.8,1.1,30,"2025-05-11 07:00",,0.1,4.7,17,0,120.685306,23.913,36
二林,彰化縣,35,,良好,0.7,0.21,28,32,22,7,2,2.6,0.4,2.3,346,"2025-05-11 07:00",,0.2,8.5,21,1,120.409653,23.925175,35
線西,彰化縣,48,,良好,0.9,0.21,32,30,22,9,6,8,1.2,3.6,9,"2025-05-11 07:00",,0.2,11.8,23,1,120.469061,24.131672,34
彰化,彰化縣,39,,良好,0.5,0.23,23,20,21,11,5,5.9,0.2,0.5,17,"2025-05-11 07:00",,0.2,9.7,18,0,120.541519,24.066,33
西屯,臺中市,35,,良好,0.8,0.21,24,25,21,9,9,10.1,0.7,1.1,358,"2025-05-11 07:00",,0.2,8.7,19,0,120.616917,24.162197,32
忠明,臺中市,27,,良好,1,0.24,25,26,18,6,6,7,0.6,1.1,322,"2025-05-11 07:00",,0.2,6.8,14,0,120.641092,24.151958,31
大里,臺中市,36,,良好,0.8,0.22,24,30,20,6,,,,0.2,129,"2025-05-11 07:00",,0.1,8.9,18,0,120.67844444,24.09961111,30
沙鹿,臺中市,51,細懸浮微粒,普通,0.8,0.23,35,28,28,13,8,8.5,0.5,3.3,321,"2025-05-11 07:00",,0.2,12.5,28,0,120.568794,24.225628,29
豐原,臺中市,30,,良好,0.4,0.22,17,20,22,8,4,5.3,1,1.1,1,"2025-05-11 07:00",,0.2,5.8,18,0,120.74252414,24.25699731,28
三義,苗栗縣,45,,良好,0.6,0.28,15,21,32,9,7,9.7,1.9,2.4,15,"2025-05-11 07:00",,0.2,10.4,27,0,120.75956754,24.38248443,27
苗栗,苗栗縣,49,,良好,1.4,0.19,27,25,21,10,4,5.3,1.1,1.5,9,"2025-05-11 07:00",,0.2,12.2,22,1,120.82011468,24.56499183,26
頭份,苗栗縣,48,,良好,1.2,0.18,40,40,12,10,8,9.1,1.1,1.7,67,"2025-05-11 07:00",,0.2,11.8,21,1,120.89869286,24.69690679,25
新竹,新竹市,46,,良好,0,0.2,42,44,15,7,5,6,0.4,1.6,53,"2025-05-11 07:00",,0.2,11.3,18,1,120.97236752,24.8056356,24
竹東,新竹縣,35,,良好,0.2,0.16,34,32,14,7,2,3.8,0.9,0.4,40,"2025-05-11 07:00",,0.1,7,21,0,121.08895493,24.74091408,23
湖口,新竹縣,45,,良好,0.7,0.2,48,49,11,4,4,5.5,0.5,3.5,61,"2025-05-11 07:00",,0.2,9,20,0,121.03886894,24.90009696,22
龍潭,桃園市,46,,良好,0.4,0.19,36,45,11,7,6,8.3,1.7,1.6,51,"2025-05-11 07:00",,0.1,11.5,19,0,121.21645772,24.86400048,21
平鎮,桃園市,46,,良好,0.1,0.22,50,50,12,5,4,4.6,0,1.9,100,"2025-05-11 07:00",,0.2,8.8,18,0,121.203986,24.952786,20
觀音,桃園市,47,,良好,1.4,0.18,45,49,15,7,7,8.1,0.7,2.6,96,"2025-05-11 07:00",,0.2,11.7,21,1,121.08283092,25.03556747,19
大園,桃園市,44,,良好,1,0.22,44,47,16,11,8,9.7,0.7,2.8,69,"2025-05-11 07:00",,0.2,10.6,23,1,121.20251473,25.06100357,18
桃園,桃園市,45,,良好,0.6,0.27,47,49,8,5,6,7.6,0.9,1.5,65,"2025-05-11 07:00",,0.2,10.1,16,0,121.30500531,24.9947107,17
大同,臺北市,58,細懸浮微粒,普通,0.9,0.64,22,36,11,12,29,46.8,17.1,-,-,"2025-05-11 07:00",,0.4,14.9,23,0,121.51342074,25.06331455,16
松山,臺北市,51,細懸浮微粒,普通,0.9,0.21,44,38,9,11,6,6.8,0.1,0.9,48,"2025-05-11 07:00",,0.2,12.6,19,1,121.578611,25.05,15
古亭,臺北市,44,,良好,0.2,0.21,38,47,9,7,6,6.9,0.9,1.3,102,"2025-05-11 07:00",,0.2,9.8,19,0,121.529556,25.020608,14
萬華,臺北市,41,,良好,0.4,0.24,39,44,11,6,8,9.2,1.1,0.9,153,"2025-05-11 07:00",,0.2,8.5,19,0,121.507972,25.046503,13
中山,臺北市,51,細懸浮微粒,普通,0.5,0.23,46,44,12,12,6,7,0.6,1.3,93,"2025-05-11 07:00",,0.2,12.5,21,0,121.526528,25.062361,12
士林,臺北市,47,,良好,1,0.22,44,51,13,8,4,4.9,0.4,0.9,177,"2025-05-11 07:00",,0.2,10.7,23,0,121.51666356,25.10334003,11
淡水,新北市,44,,良好,0.5,0.22,43,48,16,9,4,4.7,0.3,0.3,180,"2025-05-11 07:00",,0.2,10.8,26,0,121.449239,25.1645,10
林口,新北市,47,,良好,0.2,0.2,48,51,6,5,4,4.6,0.5,0.9,133,"2025-05-11 07:00",,0.2,9.2,18,0,121.36548982,25.07798949,9
菜寮,新北市,47,,良好,0.1,0.29,41,46,10,9,10,11.7,0.8,0.4,134,"2025-05-11 07:00",,0.2,11.7,22,0,121.481028,25.06895,8
新莊,新北市,45,,良好,0.6,0.18,46,49,8,9,6,7.2,1.2,0.3,273,"2025-05-11 07:00",,0.1,11,16,0,121.4325,25.037972,7
板橋,新北市,44,,良好,0.5,0.25,40,47,10,5,7,7.9,0.6,0.6,268,"2025-05-11 07:00",,0.2,5.9,19,0,121.458667,25.012972,6
土城,新北市,47,,良好,0.6,0.22,46,47,13,9,4,5,0.4,0.6,286,"2025-05-11 07:00",,0.2,11.6,18,0,121.451861,24.982528,5
新店,新北市,42,,良好,0.7,0.17,40,45,10,5,4,4.5,0.2,1.9,145,"2025-05-11 07:00",,0.1,10,17,0,121.537778,24.977222,4
汐止,新北市,48,,良好,0.4,0.22,49,33,10,10,6,7.4,0.7,0.6,20,"2025-05-11 07:00",,0.2,11.8,19,0,121.64081,25.06624,2
基隆,基隆市,53,細懸浮微粒,普通,1.1,0.23,70,43,29,11,1,2.9,1.3,2.2,87,"2025-05-11 07:00",,0.2,13.2,26,0,121.760056,25.129167,1
屏東(枋山),屏東縣,44,,良好,0,0.16,52,48,11,4,0,1,0.1,5.7,91,"2025-05-11 06:00",,0.1,1.2,6,0,120.651472,22.260899,313
臺南（南化）,臺南市,23,,良好,0,0.18,24,15,17,6,1,1.8,0,4.3,276,"2025-05-11 06:00",,0.1,3.7,14,0,120.44583156,23.04562013,312
新北(樹林),新北市,49,,良好,0,0.15,48,53,12,9,5,5.7,0.2,0,193,"2025-05-11 06:00",,0.1,9.5,19,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,24,,良好,0,0.17,25,26,14,3,2,2.9,0.9,0.4,329,"2025-05-11 06:00",,0.1,1.8,10,0,120.883858,24.174592,310
屏東(琉球),屏東縣,31,,良好,0.8,0.26,33,33,9,5,4,5.6,1.1,4.4,332,"2025-05-11 06:00",,0.1,4.4,5,0,120.37722,22.35222,204
南投（鹿谷）,南投縣,28,,良好,1.1,0.12,38,30,16,4,1,2.3,1,0.2,70,"2025-05-11 06:00",,0.1,3,13,0,120.7944772,23.71867609,203
高雄(湖內),高雄市,27,,良好,0.6,0.19,31,19,21,12,6,7,1,0.6,30,"2025-05-11 06:00",,0.1,5,16,0,120.24535,22.87985556,202
宜蘭（三星）,宜蘭縣,39,,良好,0.4,0.12,38,42,16,10,1,1,0,3.5,265,"2025-05-11 06:00",,0.1,8.9,21,0,121.6565272,24.6757916,201
員林,彰化縣,33,,良好,0.9,0.2,13,11,18,11,5,6.6,1.1,2.4,44,"2025-05-11 06:00",,0.2,8.3,13,1,120.5631893,23.9615945,139
大城,彰化縣,54,細懸浮微粒,普通,0.7,0.19,31,38,31,12,4,5.1,0.8,0.6,42,"2025-05-11 06:00",,0.3,13.5,29,1,120.26964167,23.85493056,85
富貴角,新北市,84,臭氧八小時,普通,0.3,0.19,73,65,55,18,1,0.9,0,7.8,45,"2025-05-11 06:00",,0.1,16,43,0,121.53656894,25.29681695,84
麥寮,雲林縣,43,,良好,1,0.2,27,31,21,8,2,5,2.1,1.2,3,"2025-05-11 06:00",,0.2,10.6,24,1,120.251825,23.753506,83
關山,臺東縣,33,,良好,0.6,0.19,27,36,18,7,1,2.4,0.8,1,337,"2025-05-11 06:00",,0.1,8.2,15,0,121.161933,23.045083,80
馬公,澎湖縣,61,臭氧八小時,普通,1,0.2,63,58,36,20,2,2.9,0.7,5.3,0,"2025-05-11 06:00",,0.2,15.5,33,0,119.566158,23.569031,78
金門,金門縣,57,細懸浮微粒,普通,0.9,0.19,48,48,22,14,4,4.7,0.7,1.3,347,"2025-05-11 06:00",,0.2,14.7,27,1,118.312256,24.432133,77
馬祖,連江縣,56,細懸浮微粒,普通,0.8,0.3,54,55,27,12,4,4.6,0.3,1.2,12,"2025-05-11 06:00",,0.2,14.2,32,0,119.952724,26.153736,75
埔里,南投縣,25,,良好,1.2,0.14,30,24,20,5,1,2.5,1.1,0.3,33,"2025-05-11 06:00",,0.1,6.2,14,1,120.967903,23.968842,72
復興,高雄市,23,,良好,0.5,0.18,43,25,18,10,5,6,0.7,1.4,117,"2025-05-11 06:00",,0,4.9,6,0,120.312017,22.608711,71
永和,新北市,53,細懸浮微粒,普通,0,0.25,46,46,15,9,5,6.1,0.9,0.5,125,"2025-05-11 06:00",,0.2,13.3,22,0,121.516306,25.017,70
竹山,南投縣,37,,良好,0.5,0.2,28,22,18,7,4,5.2,0.9,0.9,47,"2025-05-11 06:00",,0.1,7.9,22,0,120.677306,23.756389,69
中壢,桃園市,48,,良好,1.1,0.3,42,43,11,9,10,12.6,2.2,0.4,286,"2025-05-11 06:00",,0.3,12,21,1,121.221667,24.953278,68
三重,新北市,53,細懸浮微粒,普通,0.3,0.36,36,29,13,11,15,20.4,5.1,-,-,"2025-05-11 06:00",,0.5,13.2,25,0,121.493806,25.072611,67
冬山,宜蘭縣,42,,良好,0.3,0.14,38,42,13,8,1,2.1,0.3,0.2,191,"2025-05-11 06:00",,0.1,10.5,21,0,121.792928,24.632203,66
宜蘭,宜蘭縣,47,,良好,0,0.12,39,43,12,8,0,1.3,0.6,1.1,199,"2025-05-11 06:00",,0.1,11.7,20,0,121.746394,24.747917,65
陽明,臺北市,64,臭氧八小時,普通,0.1,0.21,63,59,10,6,0,1.1,0.4,1.1,360,"2025-05-11 06:00",,0.2,8.7,20,0,121.529583,25.182722,64
花蓮,花蓮縣,37,,良好,0.7,0.18,44,40,12,4,2,3,0.5,1.2,325,"2025-05-11 06:00",,0.2,7.4,17,0,121.599769,23.971306,63
臺東,臺東縣,41,,良好,0.5,0.19,39,44,19,8,1,1.9,0.1,1.3,320,"2025-05-11 06:00",,0.1,8.1,16,0,121.15045,22.755358,62
恆春,屏東縣,46,,良好,0.2,0.18,50,50,14,7,0,1.9,1.2,5.9,32,"2025-05-11 06:00",,0.1,4.8,10,0,120.788928,21.958069,61
潮州,屏東縣,22,,良好,0.3,0.12,29,11,11,5,3,4.1,0.3,2.5,26,"2025-05-11 06:00",,0.1,5,13,0,120.561175,22.523108,60
屏東,屏東縣,28,,良好,0.4,0.16,,15,,,2,3.2,0.5,,,"2025-05-11 06:00",,0.1,7,15,0,120.488033,22.673081,59
小港,高雄市,29,,良好,0.7,0.26,38,24,18,16,7,8.5,1,1.9,44,"2025-05-11 06:00",,0.1,7.3,10,1,120.337736,22.565833,58
前鎮,高雄市,24,,良好,0,0.23,43,26,21,10,5,6,0.9,3,30,"2025-05-11 06:00",,0.1,4,12,0,120.30833356,22.6044507,57
前金,高雄市,23,,良好,0.2,0.2,44,25,15,8,3,4.9,1.1,1.9,358,"2025-05-11 06:00",,0.1,3,12,0,120.28676111,22.63390278,56
左營,高雄市,22,,良好,0.7,0.27,42,23,19,9,5,5.8,0.6,0.9,355,"2025-05-11 06:00",,0.1,4.9,13,0,120.292917,22.674861,54
楠梓,高雄市,34,,良好,1.1,0.17,41,21,21,13,3,4.4,0.4,2.8,51,"2025-05-11 06:00",,0.1,8.4,14,1,120.328289,22.733667,53
林園,高雄市,31,,良好,0.8,0.2,34,33,24,13,6,7.2,0.7,3.6,40,"2025-05-11 06:00",,0.1,4.5,12,0,120.41175,22.4795,52
